"","dataverse","id","identifier","persistentUrl","protocol","authority","publisher","publicationDate","versionState","lastUpdateTime","releaseTime","createTime","license","termsOfUse","title","author","datasetContact","dsDescription","notesText","subject","productionDate","productionPlace","depositor","dateOfDeposit","downloadCount","contentSize (MB)"
"316","Paleo","872","XBJPB8","https://doi.org/10.18738/T8/XBJPB8","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-08T13:26:46Z",NA,"2018-06-08T13:25:21Z","CC0","CC0 Waiver","X-ray CT Scans of the skull of Homotherium serum (Scimitar-toothed Cat) (TMM 933-3444)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the skull of Homotherium serum (TMM 933-3444; Pleistocene & Holocene - Rancholabrea; Friesenhahn Cave, Texas; Bexar Co.; Zone 2, top) for Blaire Van Valkenburgh of the University of California Los Angeles Department of Organismic Biology, Ecology and Evolution. Specimen scanned by Matthew Colbert 31 August 2006.
Voxel Size X and Y= 0.1904 mm; Z = 0.65 mm. Total slices = 495.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), Blaire Van Valkenburgh, and NSF grant IIS-0208695 when using these data.","1024x1024  TIFF images. P250D, 419 kV, 1.8 mA, 1 brass filter, empty container wedge, 160% offset, 32 ms integration time, slice thickness = 0.75 mm, S.O.D. 595 mm, 1000 views, 1 ray averaged per view, 1 sample per view, inter-slice spacing = 0.65 mm, field of reconstruction 195 mm (maximum field of view 195.073 mm), reconstruction offset 6400, reconstruction scale 9000. Total slices = 495.","Medicine, Health and Life Sciences","2006-08-31","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-08","0","158.87256526947021"
"317","Paleo","873","WYYTR6","https://doi.org/10.18738/T8/WYYTR6","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-08T13:33:02Z",NA,"2018-06-08T13:31:41Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil skull of Miacis cognitus (extinct Carnivoran) (TMM 40209-200)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil skull of Miacis cognitus (TMM 40209-200; holotype; Chambers Tuff Fm., Oligocene, early Chadronian; Reeves bonebed, 96 Ranch, Presidio Co., Texas; Collected by Wilson et al., Dec. 1966) for Timothy Rowe of the University of Texas at Austin, JSG. Specimens scanned by Richard Ketcham 3 December 2007.
Voxel Size X and Y= 0.03906 mm; Z = 0.08551 mm.  Total final slices = 1010.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grant IIS-0208695 when using these data.","1024x1024 8-bit TIFF images. II, 210 kV, 0.115 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.08551 mm), S.O.D. 123 mm, 1600 views, 2 samples per view, inter-slice spacing 2 lines (= 0.08551 mm), field of reconstruction 40 mm (maximum field of view 40.78 mm), reconstruction offset 4000, reconstruction scale 3000; intensity control off, high-power mode. Acquired with 19 slices per rotation and 15 slices per set. Drift and ring-removal processing done by Rebecca Comeaux using IDL routines “RK_SinoDeDrift” and “RK_SinoRingProcSimul,” both with default parameters. Reconstructed with beam hardening coefficients [0, 0.6, 0.2]. Deleted first four duplicate slices of each rotation except original slices one through four. Deleted blank original slices 1279-1292. Rotation correction processing done by Rebecca Comeaux using IDL routine “DoRotationCorrection.” Total final slices = 1010.","Medicine, Health and Life Sciences","2007-12-3","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-08","0","262.23461151123047"
"318","Paleo","874","R8C9IE","https://doi.org/10.18738/T8/R8C9IE","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-08T19:30:48Z",NA,"2018-06-08T19:26:59Z","CC0","CC0 Waiver","X-ray CT Scans of a Notogoneus osculus (fossil gonorhynchoid fish) (TMM 41434-1)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil gonorhynchoid fish (“Notogoneus osculus”, TMM 41434-1; “Green River” locality, Duchesne River Fm., Sweetwater Co., Wyoming; Duchesnean in age) for Tim Rowe of the Department of Geological Sciences, The University of Texas at Austin. Scanned by Richard Ketcham on November 6, 2001.
Voxel Size X and Y= 0.2422 mm; Z = 0.8 mm.  Total slices = 399.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grant IIS-9874781 when using these data.","1024x1024 8-bit TIFF format. P250D, 420 kV, 1.8 mA, one brass filter, no wedge, 190% offset, integration time 32 ms, slice thickness 1.0 mm, S.O.D. 644 mm, 1000 views, one ray averaged per view, one sample per view, inter-slice spacing 0.8 mm, field of reconstruction 248 mm, reconstruction offset 4000, reconstruction scale 3300.","Medicine, Health and Life Sciences","2001-11-06","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-08","0","89.79380416870117"
"319","Paleo","875","UD3IQH","https://doi.org/10.18738/T8/UD3IQH","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-08T19:38:31Z",NA,"2018-06-08T19:35:42Z","CC0","CC0 Waiver","X-ray CT Scans of the skull of Pawpawsaurus campbelli (Nodosaurid Ankylosaur) (SMU 73202)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the skull of Pawpawsaurus campbelli (SMU 73202) for Louis L.Jacobs of Southern Methodist University. Specimen scanned by Matthew Colbert on 4 February 2014.
Voxel Size X,Y  and Z= 227.5 µm. Total slices = 1088.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","Scan parameters: NSI scanner. GE Small Spot source, 450 kV, 1.5 mA, 4 brass filters, Perkin Elmer detector, 1.0 pF gain, 5 fps, 2x2 binning, no flip, source to object 670.407 mm, source to detector -890.0 mm, helical continuous CT scan, vertical extent 248.0 mm, pitch 19.5 mm, 18 revolutions, 6 sets, no frames averaged, 0 skip frames, 16009 projections, 15 mm calibration phantom, beam-hardening correction =
0.625. Voxel size = 227.5 µm. Total slices = 1088.","Medicine, Health and Life Sciences","2014-02-04","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-08","0","1065.6113510131836"
"320","Paleo","876","LO47AI","https://doi.org/10.18738/T8/LO47AI","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-08T19:47:23Z",NA,"2018-06-08T19:45:31Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Spathorhynchus fossorium (fossil amphisbaenian) (USNM 26317 holotype)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Spathorhynchus fossorium (USNM 26317 holotype), Wyoming, for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 17 February 2005.
Voxel Size X and Y= 0.02148 mm; Z = 0.04715 mm.  Total slices = 750.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT), and NSF grants EF-0334961 and IIS-0208675 when using these data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.04715 mm), S.O.D. 69 mm, 1400 views, 2 samples per view, inter-slice spacing 2 lines (= 0.04715 mm), field of reconstruction 22 mm (maximum field of view 22.58945 mm), reconstruction offset 5500, reconstruction scale 700. Acquired with 15 slices per rotation. Spike-removal processing done by Susan Garlock based on correction of raw sinogram data using IDL routine “RK_SinoDeSpike.” Reconstructed with beam-hardening coefficients 0, 0.8, 0.1.. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Total slices = 750.","Medicine, Health and Life Sciences","2005-02-17","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-08","0","230.8411512374878"
"321","Paleo","878","6KVT7C","https://doi.org/10.18738/T8/6KVT7C","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T19:23:29Z",NA,"2018-06-11T13:34:32Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil skull of Aciprion formosum (fossil Corytophanid) (AMNH FAM 11400)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil skull of Aciprion formosum (AMNH FAM 11400) for Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 26 August 2005. Specimen mandible mounted next to skull.
Voxel Size X and Y= 0.01855 mm,  Z=0.03973 mm.  Total slices = 705.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","Image processing of the skull and mandible of Aciprion formosum (AMNH F:AM 1140) for Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 26 August 2005; original scan imagery on Archive 1299. Left mandible mounted next to skull. Field of reconstruction = 19 mm; interslice spacing = 0.0397 mm for original scan and = 2 pixels = 0.0371 mm for reslicings. Image processing by Jessie Maisano using 1024x1024 pixel images for reslicings and 768x768 pixel images for everything else. Specimen not rotated.","Medicine, Health and Life Sciences","2005-08-26","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","963.6772031784058"
"322","Paleo","879","CPTR0H","https://doi.org/10.18738/T8/CPTR0H","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T19:35:20Z",NA,"2018-06-11T14:01:13Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Adamisaurus magnidentatus (IGM 3/116)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Adamisaurus magnidentatus (IGM 3/116) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 21 July 2004.
Voxel Size X and Y= 0.02587mm, Z= 0.0518 mm. Total slices = 720.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.0572 mm), S.O.D. 83 mm, 1400 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0572 mm), field of reconstruction 26.5 mm (maximum field of view 27.17281 mm), reconstruction offset 5000, reconstruction scale 800. Acquired with 15 slices per rotation. Drift- and ring-removal processing done by Susan Garlock based on correction of raw sinogram data using IDL routines “RK_SinoDeDrft” with parameters “driftlength=21” and “RK_SinoRingProcSimul” with default parameters. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Total slices = 720.","Medicine, Health and Life Sciences","2004-07-21","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","984.4427623748779"
"323","Paleo","880","FDRGA6","https://doi.org/10.18738/T8/FDRGA6","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T20:35:09Z",NA,"2018-06-11T15:03:15Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Aiolosaurus oriens (IGM 3/171)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Aiolosaurus oriens (IGM 3/171) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 17 February 2005.
Voxel Size X and Y= 0.02148mm,  Total slices = 870.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.04715 mm), S.O.D. 69 mm, 1200 views, 2 samples per view, inter-slice spacing 2 lines (= 0.04715 mm), field of reconstruction 22 mm (maximum field of view 22.589 mm), reconstruction offset 5500, reconstruction scale 700. Acquired with 15 slices per rotation. Drift- and spike-removal processing done by Susan Garlock based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” and “RK_SinoDeSpike.” Reconstructed with default parameters. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Total slices = 870.","Medicine, Health and Life Sciences","2005-02-17","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","1150.522928237915"
"324","Paleo","881","6WMPYG","https://doi.org/10.18738/T8/6WMPYG","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T20:35:47Z",NA,"2018-06-11T15:38:45Z","CC0","CC0 Waiver","X-ray CT Scans of the skull of Anguimorph (MAE 96-149)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the skull of ? Anguimorph (MAE 96-149) for Jessie Maisano of The University of Texas at Austin and AToL. Specimen scanned by Richard Ketcham 3 January 2006.
Voxel Size X and Y= 0.02343mm.  Z= 0.053194 mm. Total slices = 1050.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, no offset, empty container wedge, slice thickness 2 lines (= 0.053194 mm), S.O.D. 78 mm, 1000 views, 2 samples per view, inter-slice spacing 2 lines (= 0.053194 mm), field of reconstruction 24 mm (maximum field of view 25.53 mm), reconstruction offset 5000, scanner scale 2000, reconstruction scale 400. Acquired with 15 slices per rotation. Drift removal processing done by Alison Mote based on correction of raw sinogram data using IDL routine “RK_SinoDeDrift” with parameter “driftlength=21.” Rotation correction processing done using IDL program “DoRotationCorrection.” Total slices = 1050.","Medicine, Health and Life Sciences","2006-01-03","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","1141.3568983078003"
"325","Paleo","882","DKILNR","https://doi.org/10.18738/T8/DKILNR","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T19:21:32Z",NA,"2018-06-11T16:50:15Z","CC0","CC0 Waiver","X-ray CT Scans of the skull of Arretosaurus ornatus (fossil Iguanian) (AMNH 6706)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the skull of Arretosaurus ornatus (AMNH 6706) for Jessie Maisano of The University of Texas at Austin and AToL. Specimen scanned by Richard Ketcham 2 January 2006.
Voxel Size X and Y= 0.07714mm, Z=0.166401 mm. Total slices = 600.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, no offset, empty container wedge, slice thickness 2 lines (= 0.166401 mm), S.O.D. 244 mm, 1000 views, 2 samples per view, inter-slice spacing 2 lines (= 0.166401 mm), field of reconstruction 79 mm (maximum field of view 79.96 mm), reconstruction offset 5000, scanner scale 1000, reconstruction scale 300. Acquired with 15 slices per rotation. Drift removal processing done by Jessie Maisano based on correction of raw sinogram data using IDL routine “RK_SinoDeDrift” with parameter “driftlength=21.” Reconstructed with beam hardening coefficients [0, 0.6, 0.1, 0.05] and rotation of 70 degrees clockwise. Rotation correction processing done using IDL program “DoRotationCorrection.” Total slices = 600.","Medicine, Health and Life Sciences","2006-01-02","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","594.0732908248901"
"326","Paleo","883","DVI4BY","https://doi.org/10.18738/T8/DVI4BY","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-11T20:38:23Z",NA,"2018-06-11T19:33:00Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Carusia intermedia (IGM 3/17)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Carusia (IGM 3/17) in matrix for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Richard Ketcham 10 September 2004.
Voxel Size X and Y= 0.04589mm, Z= 0.09896 mm. Total slices = 495.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0..09896 mm), S.O.D. 144 mm, 1200 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0.09896 mm), field of reconstruction 47 mm (maximum field of view 47.19 mm), reconstruction offset 7000, reconstruction scale 1100. Acquired with 15 slices per rotation. Drift correction done by Susan Garlock on raw sinogram data using IDL routine “RK_SinoDeDrift” with parameter DRIFTLENGTH=21. Images reconstructed with offset=6000, scale=130 and -11 degree rotation. Images flipped because sample was mounted head down. Total slices = 495.","Medicine, Health and Life Sciences","2004-09-10","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-11","0","529.519534111023"
"327","Paleo","884","NZQ24K","https://doi.org/10.18738/T8/NZQ24K","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T14:10:08Z",NA,"2018-06-12T14:09:17Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil partial skull of cf. Eumeces (AMNH FAM 42916)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil partial skull of cf. Eumeces (AMNH FAM 42916) for Jessie Maisano of the University of Texas, Department of Geological Sciences and AToL. Specimen scanned by Richard Ketcahm 30 April 2007.
Voxel Size X and Y= 0.01562mm, Z= 0.03408 mm. Total final slices = 630.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 210 kV, 0.11 mA, intensity control on, no filter, air wedge, no offset, slice thickness 2 lines (= 0.03408 mm), S.O.D. 49 mm, 1400 views, 3 samples per view, inter-slice spacing 2 lines (= 0.03408 mm), field of reconstruction 16 mm (maximum field of view 16.24 mm), reconstruction offset 5000, reconstruction scale 2500. Acquired with 19 slices per rotation and 15 slices per set. Flash and ring-removal processing done by Alison Mote based on correction of raw sinogram data using IDL routines “RK_SinoDeSpike” and “RK_SinoRingProcSimul,” both with default parameters. Reconstructed with an angle of 15 degrees. Deleted the first four duplicate slices of each rotation. Total final slices = 630.","Medicine, Health and Life Sciences","2007-04-30","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","852.8760185241699"
"328","Paleo","918","DLCA64","https://doi.org/10.18738/T8/DLCA64","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T19:01:58Z",NA,"2018-06-12T18:59:19Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Ctenomastax parva (fossil Iguanid) (IGM 3/62)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Ctenomastax (IGM 3/62) for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 2 July 2004.
Voxel Size X and Y= 0.01337mm, Z= 0.0289 mm.  Total slices = 645.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.0289 mm), S.O.D. 42 mm, 1400 views, 2 samples per view, inter-slice spacing 2 lines (= 0.0289 mm), field of reconstruction 13.7 mm (maximum field of view 13.7501 mm), reconstruction offset 5000, reconstruction scale 200. Acquired with 15 slices per rotation. Ring-removal processing done by Rachel Racicot based on correction of raw sinogram data using IDL routine “RK_SinoRingProcSimul” with parameters “binwidth=21, bestof5=21”. Rotation correction processing done by Rachel Racicot using IDL routine “DoRotationCorrection”. Total slices = 645.","Medicine, Health and Life Sciences","2004-07-02","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","815.7931499481201"
"329","Paleo","919","MD18XI","https://doi.org/10.18738/T8/MD18XI","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T19:14:15Z",NA,"2018-06-12T19:09:52Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil skull of Dinilysia patagonica (MACN-RN 1013)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil skull of Dinilysia patagonica (MACN-RN 1013; locality at Boca del Sapo, Neuquen, Argentina (Coniacian: Upper Cretaceous) JVP 22:861-866) for Augustín Scanferla of the Museo Argentino de Ciencias Naturales, Anatomía Comparada y Evolución de los Vertebrados and Jessie Maisano of the University of Texas and AToL. Specimen scanned by Matthew Colbert 2 April 2007.
Voxel Size X and Y= 0.05761mm, Z= 0.1251 mm. Total final slices = 833.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 200 kV, 0.09 mA, intensity control on, no filter, air wedge, no offset, slice thickness 2 lines (= 0.1251 mm), S.O.D. 180 mm, 1400 views, 3 samples per view, inter-slice spacing 2 lines (= 0.1251 mm), field of reconstruction 59 mm (maximum field of view 59.68 mm), reconstruction offset 5000, reconstruction scale 2500. Acquired with 19 slices per rotation and 15 slices per set. Ring-removal processing done by Alison Mote based on correction of raw sinogram data using IDL routine “RK_SinoRingProcSimul” with default parameters. Reconstructed with beam hardening coefficients [0, 0.85, 0.05, 0.05]. Deleted first duplicate slice and last three duplicate slices of each rotation and blank slices 834-840. Total final slices = 833.","Medicine, Health and Life Sciences","2007-04-02","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","1019.0683660507202"
"330","Paleo","920","3DE6W8","https://doi.org/10.18738/T8/3DE6W8","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T19:24:58Z",NA,"2018-06-12T19:20:27Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil skull of Dinilysia patagonica (MACN-RN 1014)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans ofa fossil skull of Dinilysia patagonica (MACN-RN 1014; locality at Boca del Sapo, Neuquen, Argentina (Coniacian: Upper Cretaceous) JVP 22:861-866) for Augustín Scanferla of the Museo Argentino de Ciencias Naturales, Anatomía Comparada y Evolución de los Vertebrados and Jessie Maisano of the University of Texas and AToL. Specimen scanned by Matthew Colbert 3 April 2007.
Voxel Size X and Y= 0.04296 mm, Z= 0.09382 mm. Total final slices = 505.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 200 kV, 0.09 mA, intensity control on, no filter, air wedge, no offset, slice thickness 2 lines (= 0.09382 mm), S.O.D. 135 mm, 1400 views, 4 samples per view, inter-slice spacing 2 lines (= 0.09382 mm), field of reconstruction 44 mm (maximum field of view 44.76228 mm), reconstruction offset 5000, reconstruction scale 3000. Acquired with 19 slices per rotation and 15 slices per set. Ring-removal processing done by Alison Mote based on correction of raw sinogram data using IDL routine “RK_SinoRingProcSimul” with default parameters. Reconstructed with beam hardening coefficients [0, 0.8, 0.15]. Deleted first duplicate slice and last three duplicate slices of each rotation. Total final slices = 505.","Medicine, Health and Life Sciences","2007-04-03","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","656.472578048706"
"331","Paleo","921","0AMLNF","https://doi.org/10.18738/T8/0AMLNF","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T19:32:12Z",NA,"2018-06-12T19:29:34Z","CC0","CC0 Waiver","X-ray CT Scans of a fossil skull of Dinilysia patagonica (MUCP v38)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of a fossil skull of Dinilysia patagonica (MUCP v38; locality at Boca del Sapo, Neuquen, Argentina (Coniacian: Upper Cretaceous) JVP 22:861-866) for Augustín Scanferla of the Museo Argentino de Ciencias Naturales, Anatomía Comparada y Evolución de los Vertebrados and Jessie Maisano of the University of Texas and AToL. Specimen scanned by Matthew Colbert 2 April 2007.
Voxel Size X and Y= 0.05566mm, Z= 0.1216 mm. Total final slices = 833.
Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 16-bit TIFF images. II, 200 kV, 0.09 mA, intensity control on, no filter, air wedge, no offset, slice thickness 2 lines (= 0.1216 mm), S.O.D. 175 mm, 1400 views, 3 samples per view, inter-slice spacing 2 lines (= 0.1216 mm), field of reconstruction 57 mm (maximum field of view 58.02518 mm), reconstruction offset 5000, scanner scale 4000, reconstruction scale 3700. Acquired with 19 slices per rotation and 15 slices per set. Ring-removal processing done by Alison Mote based on correction of raw sinogram data using IDL routine “RK_SinoRingProcSimul” with default parameters. Reconstructed with beam hardening coefficients [0, 0.85, 0.05, 0.05]. Deleted first duplicate slice and last three duplicate slices of each rotation and blank slices 834-840. Total final slices = 833.","Medicine, Health and Life Sciences","2007-04-02","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","722.697343826294"
"332","Paleo","922","5GE4NQ","https://doi.org/10.18738/T8/5GE4NQ","doi","10.18738/T8","Texas Data Repository Dataverse",NA,"DRAFT","2018-06-12T20:21:33Z",NA,"2018-06-12T19:38:28Z","CC0","CC0 Waiver","X-ray CT Scans of the fossil skull of Diphyodontosaurus avonis (BMNH R 16520)","The University of Texas High-Resolution X-ray CT Facility (UTCT) - University of Texas at Austin","UTCT - Jackson School of Geosciences - UTCT@utexas.edu","X-ray CT Scans of the fossil skull of Diphyodontosaurus (BMNH R 16520), Somerset, England, L. Triassic, for Dr. Jessie Maisano of The University of Texas at Austin and ATOL. Specimen scanned by Matthew Colbert 8 December 2004 in 2 parts (480 and 45 scans).

Voxel Size X and Y= 0.11240mm, Z= 0.02674 mm. Total slices = 525.

Please acknowledge The University of Texas High-Resolution X-ray CT Facility (UTCT) when using this data.","1024x1024 8-bit TIFF images. II, 180 kV, 0.133 mA, no filter, air wedge, no offset, slice thickness 2 lines (= 0.02674 mm), S.O.D. 39 mm, 1400 views, 3 samples per view, inter-slice spacing 2 lines (= 0.02674 mm), field of reconstruction 12.7 mm (maximum field of view 12.76795 mm), reconstruction offset 5000, reconstruction scale 500. Acquired with 15 slices per rotation. Spike- and ring-removal processing done by Susan Garlock based on correction of raw sinogram data using IDL routines “RK_SinoDeDrift” and “RK_SinoRingProcSimul”, both with default parameters. Rotation correction processing done by Susan Garlock using IDL routine “DoRotationCorrection”. Slight image shift between slices 480 and 481.Total slices = 525.","Medicine, Health and Life Sciences","2004-12-08","University of Texas High-Resolution X-ray CT Facility","Zuker, Gary","2018-06-12","0","675.54128074646"
